Obs#,Time,Date,configName,configAuthor,remark,Observation,ID,time(hour),gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,pitch,roll,heading,angle_inc_leaf,direct_pct,slope_leaf,az_leaf,dec_solar,az_solar,zenith_solar,gps_time,gps_date,latitude,longitude,altitude,gps_sats,gps_HDOP,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
28,10:51:15,9/2/22,Auto gsw+F,LI-COR Default,,28,LCOR-374,10,0.394362,2.918288,0.347414,5.355309,1.767172,1.617732,3.277158,1.509986,16.100161,17.587427,32.615265,0.441786,PSF-00281_20220902105115,0,0,0,102.785828,334.084808,0.692336,0.5,0.8,219.020599,48.4,44.3,27.34,25.51,100.48,156.3,138.4,11.4,791,4.05,11,-160,190,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:51:03,9/2/22,-0.7,0.006,0.004,0.015,-0.491,-0.415,-0.356,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,304.658875,25,-20.302309,304.751526,305.001678,-0.250153,2.481719,2.512955,1.657082,0.886835,0.248465,-0.0203,0.319663,0.841944,102.785828,0.001096,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902105115,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
29,10:51:55,9/2/22,Auto gsw+F,LI-COR Default,,29,LCOR-521,10,0.24521,2.919057,0.226207,4.278769,1.77133,1.651988,3.621254,1.849924,16.438179,17.625704,36.033459,0.441786,PSF-00281_20220902105155,0,0,0,117.388489,307.181,0.617852,0.5,0.8,257.025696,48.34,45.08,27.4,27.2,100.5,156.4,155,0.9,1040,4.048,31,-171,184,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:51:03,9/2/22,-0.7,0,0.002,0.016,0.168,0.451,2.964,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,278.69046,25,-19.730694,277.024261,278.916718,-1.892456,2.482718,2.512869,1.657899,0.928193,0.24787,-0.001802,0.32252,1.0736,117.388489,0.001075,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902105155,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
30,10:52:45,9/2/22,Auto gsw+F,LI-COR Default,,30,LCOR-232,10,0.238722,2.916836,0.220662,4.60433,1.788262,1.65965,3.826434,2.038172,16.516146,17.796043,38.079082,0.441786,PSF-00281_20220902105245,0,0,0,131.131409,296.015045,0.557011,0.5,0.8,292.410675,48.76,45.25,27.42,28.14,100.49,156.1,152.9,2.1,1312,4.044,0,169,189,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:51:03,9/2/22,-0.7,0.001,0.002,0.009,-1.199,-2.446,-4.663,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,270.359863,25,-17.857975,268.542419,270.433441,-1.891022,2.482934,2.513423,1.655542,0.92268,0.247721,0.00888,0.326261,1.326915,131.131409,0.001095,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902105245,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
31,10:55:58,9/2/22,Auto gsw+F,LI-COR Default,,31,LCOR-315,10,0.349043,2.919689,0.311771,4.681229,1.830521,1.700122,3.300667,1.470146,16.92038,18.218172,32.849728,0.441786,PSF-00281_20220902105558,0,0,0,90.260628,361.87384,0.750574,0.5,0.8,170.761841,48.94,45.45,27.75,25.63,100.48,156.5,156.6,-0.1,569,4.044,-31,151,182,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:51:03,9/2/22,-0.7,-0.003,-0.004,0.016,0.245,0.663,1.135,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,324.44931,25,-25.811588,327.353607,324.898651,2.454956,2.483135,2.513608,1.658573,0.93208,0.244439,-0.023681,0.340879,0.635411,90.260628,0.001062,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902105558,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
32,10:57:31,9/2/22,Auto gsw+F,LI-COR Default,,32,LCOR-419,10,0.362912,2.920381,0.322798,5.533763,1.817215,1.663127,3.494232,1.677017,16.551779,18.085291,34.775311,0.441786,PSF-00281_20220902105731,0,0,0,100.626465,325.041016,0.690419,0.5,0.8,74.342117,48.59,44.47,27.75,26.59,100.48,156.5,156.3,0.2,269,4.041,-20,-179,129,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:51:03,9/2/22,-0.7,0.001,0.001,0.021,0.183,0.496,0.73,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,291.316498,25,-23.216639,291.614777,291.783112,-0.168335,2.481865,2.513147,1.659311,0.931361,0.244468,-0.012748,0.347343,0.356835,100.626465,0.001061,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902105731,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
33,10:58:58,9/2/22,Auto gsw+F,LI-COR Default,,33,LCOR-365,10,0.255681,2.918264,0.235084,5.192753,1.861257,1.71648,4.015966,2.154709,17.081825,18.522602,39.965534,0.441786,PSF-00281_20220902105858,0,0,0,136.044861,308.812836,0.559459,0.5,0.8,349.215179,49.84,45.97,27.72,28.98,100.49,156.3,154.8,0.9,1561,4.039,9,160,181,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:51:03,9/2/22,-0.7,0.003,0,0.009,-1.815,-0.776,0.898,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,281.442413,25,-18.977615,280.126343,281.62735,-1.501007,2.483808,2.514817,1.657057,0.927657,0.244723,0.01501,0.353567,1.557617,136.044861,0.001078,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902105858,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
34,10:59:53,9/2/22,Auto gsw+F,LI-COR Default,,34,LCOR-480,10,0.506616,2.918579,0.431683,7.492808,1.907091,1.698324,3.603512,1.696421,16.900215,18.977682,35.858967,0.441786,PSF-00281_20220902105953,0,0,0,110.201599,310.144348,0.644676,0.5,0.8,278.778503,51.03,45.44,27.74,27.12,100.49,156.3,156.3,0,1081,4.038,18,-169,192,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:51:03,9/2/22,-0.7,-0.001,0.001,0.011,-0.326,-0.971,0.787,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,275.383484,25,-24.156628,272.738464,275.539917,-2.801453,2.483125,2.51638,1.657391,0.9315,0.244578,-0.006647,0.357755,1.111802,110.201599,0.001094,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902105953,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
35,11:01:06,9/2/22,Auto gsw+F,LI-COR Default,,35,LCOR-433,10,0.482234,2.918139,0.413845,6.602034,1.888813,1.704793,3.449136,1.560324,16.966999,18.79846,34.327621,0.441786,PSF-00281_20220902110106,0,0,0,121.600632,321.87146,0.622207,0.5,0.8,257.82428,50.47,45.56,27.76,26.37,100.48,156.3,155.6,0.4,1036,4.038,16,-172,181,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:51:03,9/2/22,-0.7,0.001,0,0.017,-1.168,-4.019,-5.011,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,290.767548,25,-21.87924,288.51413,290.529388,-2.015259,2.48327,2.515644,1.656923,0.929718,0.244365,-0.015372,0.36312,1.069815,121.600632,0.001082,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902110106,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
36,11:01:54,9/2/22,Auto gsw+F,LI-COR Default,,36,LCOR-453,10,0.44778,2.920392,0.38825,7.196912,1.833572,1.633163,3.645785,1.812213,16.249935,18.243998,36.275478,0.441786,PSF-00281_20220902110154,0,0,0,107.060196,279.371674,0.616782,0.5,0.8,318.633453,48.92,43.57,27.79,27.31,100.5,156.5,156.2,0.2,1292,4.036,17,-174,193,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,11:01:38,9/2/22,-0.72,0.002,0.003,0.013,0.315,1.362,4.541,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,248.796341,25,-21.193302,247.347946,249.012207,-1.664261,2.480692,2.513609,1.659322,0.931232,0.244102,-0.004938,0.366451,1.307485,107.060196,0.001086,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902110154,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
37,11:02:44,9/2/22,Auto gsw+F,LI-COR Default,,37,LCOR-223,10,0.515912,2.920411,0.438455,7.554899,1.916192,1.705981,3.600506,1.684314,16.97341,19.064878,35.82272,0.441786,PSF-00281_20220902110244,0,0,0,117.299438,259.016357,0.547135,0.5,0.8,247.467926,51.01,45.41,27.83,27.1,100.51,156.5,151.2,3.4,1131,4.035,-3,-164,217,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,11:01:38,9/2/22,-0.72,-0.001,-0.002,0.016,-1.132,-1.69,0.931,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,232.161285,25,-19.641777,226.004715,230.879456,-4.874741,2.483073,2.516372,1.659343,0.918585,0.243729,-0.007822,0.370067,1.157986,117.299438,0.001068,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902110244,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
38,11:03:48,9/2/22,Auto gsw+F,LI-COR Default,,38,LCOR-216,10,0.396684,2.920075,0.349241,5.735147,1.8245,1.664746,3.431733,1.607233,16.564594,18.154186,34.146515,0.441786,PSF-00281_20220902110348,0,0,0,93.512535,270.417206,0.654192,0.5,0.8,61.887989,48.49,44.25,27.85,26.29,100.5,156.5,156.5,0,237,4.033,0,-163,217,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,11:01:38,9/2/22,-0.72,-0.002,-0.001,0.026,1.618,0.938,0.4,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,251.418121,25,-12.980195,252.105469,251.823029,0.28244,2.481558,2.513032,1.658985,0.931976,0.243473,-0.017407,0.374493,0.326441,93.512535,0.00108,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902110348,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
39,11:05:00,9/2/22,Auto gsw+F,LI-COR Default,,39,LCOR-159,10,0.377705,2.917742,0.334415,5.999555,1.853561,1.686231,3.607092,1.753532,16.783089,18.44853,35.901466,0.441786,PSF-00281_20220902110500,0,0,0,105.592491,314.202026,0.663934,0.5,0.8,239.361282,49.14,44.7,27.9,27.13,100.47,156.2,156.8,-0.4,901,4.033,18,-169,181,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,11:01:38,9/2/22,-0.72,0.004,0.002,0.018,1.22,1.327,3.419,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,283.336761,25,-21.331217,282.304657,283.644989,-1.340332,2.482139,2.51388,1.656503,0.932786,0.24304,-0.008291,0.38011,0.944626,105.592491,0.001066,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902110500,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
40,11:05:46,9/2/22,Auto gsw+F,LI-COR Default,,40,LCOR-426,10,0.240672,2.919391,0.222343,4.047768,1.872487,1.759748,3.651516,1.779029,17.512806,18.634769,36.339466,0.441786,PSF-00281_20220902110546,0,0,0,113.651993,323.041351,0.648181,0.5,0.8,274.266571,49.53,46.55,27.93,27.34,100.48,156.4,153.5,1.8,1058,4.03,29,-177,177,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,11:01:38,9/2/22,-0.72,0.001,0.003,-9999,-0.967,3.199,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,297.714844,25,-17.636587,295.379883,297.776886,-2.397003,2.484522,2.514398,1.658255,0.924384,0.242684,-0.006329,0.38339,1.090185,113.651993,0.001077,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902110546,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
41,11:07:50,9/2/22,Auto gsw+F,LI-COR Default,,41,LCOR-113,10,0.416297,2.918768,0.364333,6.997841,1.837433,1.64242,3.713589,1.876156,16.349804,18.291105,36.967686,0.441786,PSF-00281_20220902110750,0,0,0,118.972778,328.722992,0.638076,0.5,0.8,30.326666,48.47,43.32,27.98,27.63,100.46,156.3,130.1,16.8,119,4.027,-3,174,195,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,11:01:38,9/2/22,-0.72,-0.001,0.003,-0.003,0.813,3.361,14.131,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,294.619568,25,-23.733814,291.508545,294.724243,-3.215698,2.480333,2.512975,1.657592,0.86695,0.242216,-0.003588,0.39158,0.217006,118.972778,0.001083,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902110750,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
42,11:09:22,9/2/22,Auto gsw+F,LI-COR Default,,42,LCOR-505,10,0.205481,2.920696,0.191975,4.258968,1.758935,1.640329,3.924566,2.165631,16.328426,17.509068,39.066536,0.441786,PSF-00281_20220902110922,0,0,0,123.666641,291.749207,0.57612,0.5,0.8,309.013641,46.27,43.15,28.03,28.58,100.46,156.6,150.4,3.9,1341,4.027,-6,163,188,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,11:01:38,9/2/22,-0.72,0.002,0.002,0.016,-0.098,-1.889,2.59,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,263.35144,25,-19.592781,262.526764,263.682495,-1.155731,2.480096,2.510033,1.659647,0.916566,0.241757,0.006816,0.397344,1.353432,123.666641,0.001063,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902110922,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
44,11:11:59,9/2/22,Auto gsw+F,LI-COR Default,,44,LCOR-153,10,0.39289,2.919957,0.346295,5.630894,1.791674,1.634816,3.383171,1.591497,16.272821,17.834171,33.675793,0.441786,PSF-00281_20220902111159,0,0,0,90.61718,319.377533,0.716269,0.5,0.8,387.15329,47.04,42.92,28.06,26.04,100.46,156.5,155.9,0.4,1351,4.023,9,173,179,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,11:01:38,9/2/22,-0.72,-0.001,0.001,0.014,1.282,-0.277,-2.648,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,281.043304,25,-25.713596,284.569855,282.542725,2.02713,2.479794,2.511058,1.658859,0.93043,0.241441,-0.022576,0.407362,1.363064,90.61718,0.001102,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902111159,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
45,11:13:25,9/2/22,Auto gsw+F,LI-COR Default,,45,LCOR-336,10,0.369517,2.920553,0.328015,5.523345,1.754108,1.600253,3.402425,1.648317,15.928147,17.459539,33.866093,0.441786,PSF-00281_20220902111325,0,0,0,115.738747,374.42691,0.690891,0.5,0.8,216.047272,46.08,42.04,28.05,26.14,100.47,156.6,155.9,0.4,782,4.021,-11,-149,190,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,11:12:58,9/2/22,-0.71,-0.001,-0.002,-9999,-0.453,2.362,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,346.463074,25,-19.367764,345.758545,346.682526,-0.923981,2.478645,2.509768,1.659495,0.930304,0.241544,-0.021367,0.41262,0.833478,115.738747,0.001115,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902111325,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
46,11:14:42,9/2/22,Auto gsw+F,LI-COR Default,,46,LCOR-412,10,0.357704,2.91873,0.318652,5.751258,1.836808,1.676484,3.601301,1.764493,16.684465,18.280012,35.840347,0.441786,PSF-00281_20220902111442,0,0,0,109.517815,338.493164,0.676455,0.5,0.8,85.866066,48.4,44.18,28,27.11,100.48,156.3,155.9,0.3,317,4.02,-5,-157,224,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,11:12:58,9/2/22,-0.71,-0.002,0.001,0.011,-0.886,-1.405,-5.719,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,298.883545,25,-27.403036,297.67691,299.23822,-1.56131,2.48144,2.512872,1.657551,0.930442,0.242048,-0.009797,0.417498,0.401606,109.517815,0.001089,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902111442,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
47,11:16:00,9/2/22,Auto gsw+F,LI-COR Default,,47,LCOR-509,10,0.146688,2.919999,0.139671,2.593486,1.746736,1.674456,3.562964,1.816228,16.666691,17.386124,35.463932,0.441786,PSF-00281_20220902111600,0,0,0,94.506744,326.785034,0.710798,0.5,0.8,72.615646,45.96,44.05,28.03,26.92,100.47,156.5,152.8,2.3,255,4.019,-11,-139,226,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,11:12:58,9/2/22,-0.71,0.003,0.003,-9999,0.107,0.617,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,302.977692,25,-15.901782,305.556183,304.005676,1.550507,2.481278,2.509607,1.658904,0.922565,0.241797,-0.01218,0.423351,0.344012,94.506744,0.001101,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902111600,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
48,11:17:08,9/2/22,Auto gsw+F,LI-COR Default,,48,LCOR-549,10,0.444502,2.91832,0.385747,6.428373,1.888247,1.709093,3.517622,1.629375,17.009836,18.792877,35.009315,0.441786,PSF-00281_20220902111708,0,0,0,105.326057,326.209442,0.677121,0.5,0.8,218.177078,49.62,44.92,28.05,26.71,100.48,156.3,156.2,0.1,806,4.017,-10,-159,219,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,11:12:58,9/2/22,-0.71,-0.002,-0.002,0.01,-0.474,-0.436,0.069,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,289.634216,25,-25.383331,288.364655,289.847748,-1.483093,2.482393,2.514492,1.657116,0.931118,0.241616,-0.014878,0.428098,0.855573,105.326057,0.001059,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902111708,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
49,11:18:14,9/2/22,Auto gsw+F,LI-COR Default,,49,LCOR-466,10,0.342341,2.920835,0.306426,6.272961,1.870018,1.695474,3.868579,1.998562,16.870979,18.60779,38.494667,0.441786,PSF-00281_20220902111814,0,0,0,123.125908,276.771027,0.555134,0.5,0.8,279.949127,49.05,44.47,28.08,28.33,100.5,156.6,153.2,2.2,1261,4.015,25,-178,174,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,11:12:58,9/2/22,-0.71,0.001,0.002,0.014,-0.321,1.355,7.506,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,244.682907,25,-23.447098,237.01001,243.182983,-6.172974,2.481806,2.513718,1.659795,0.923401,0.241283,0.003373,0.432345,1.278855,123.125908,0.001083,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902111814,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
50,11:19:11,9/2/22,Auto gsw+F,LI-COR Default,,50,LCOR-547,10,0.505628,2.918252,0.430959,9.278059,1.943934,1.685447,4.043023,2.099089,16.77153,19.343683,40.231285,0.441786,PSF-00281_20220902111911,0,0,0,98.176003,160.981476,0.390141,0.5,0.8,235.192383,50.75,44,28.16,29.09,100.49,156.3,150.2,3.9,1507,4.014,21,-160,205,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,11:12:58,9/2/22,-0.71,0,0.002,0.012,-0.587,-2.065,-5.57,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,146.279099,25,-11.003133,142.319443,145.219452,-2.900009,2.481184,2.515959,1.657044,0.915946,0.240518,0.011289,0.435952,1.507954,98.176003,0.001069,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902111911,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
51,11:19:53,9/2/22,Auto gsw+F,LI-COR Default,,51,LCOR-598,10,0.408301,2.919927,0.358211,6.423226,1.871611,1.692808,3.623919,1.752308,16.848763,18.628416,36.069393,0.441786,PSF-00281_20220902111953,0,0,0,106.748703,302.578705,0.647204,0.5,0.8,287.644806,48.62,43.98,28.24,27.21,100.47,156.5,151.7,3,1111,3.962,-5,-166,181,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,11:12:58,9/2/22,-0.71,-0.001,0.002,0.018,0.192,0.178,1.765,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,268.854614,25,-23.477947,266.551147,268.946472,-2.395325,2.481143,2.51313,1.658827,0.919829,0.23973,-0.01139,0.438597,1.139725,106.748703,0.001091,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902111953,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
52,12:04:35,9/2/22,Auto gsw+F,LI-COR Default,,52,LCOR-599,12,0.062788,2.919413,0.061466,1.786411,1.794478,1.744696,4.620946,2.826469,17.367245,17.862785,45.998333,0.441786,PSF-00281_20220902120435,0,0,0,112.221481,237.964523,0.528411,0.5,0.8,166.544952,42.94,41.75,29.67,31.42,100.46,156.4,153.2,2.1,788,3.961,-10,-162,217,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:04:19,9/2/22,-0.65,-0.003,0,-9999,-1.565,-1.657,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,209.667557,25,-22.100628,199.539902,206.305298,-6.765396,2.477994,2.505212,1.658279,0.923473,0.226627,0.021205,0.58381,0.839226,112.221481,0.001054,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902120435,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
54,12:05:29,9/2/22,Auto gsw+F,LI-COR Default,,54,LCOR-316,12,0.301034,2.920664,0.272906,6.431133,1.841117,1.662171,4.137937,2.29682,16.546383,18.327736,41.191841,0.441786,PSF-00281_20220902120529,0,0,0,121.143219,214.09082,0.43415,0.5,0.8,239.577545,43.82,39.57,29.76,29.49,100.46,156.6,151.5,3.3,1380,3.96,-7,-173,202,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:04:19,9/2/22,-0.65,0.001,0.003,0.01,-2.078,-3.998,-8.76,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,200.714706,25,-9.737414,198.451996,200.141937,-1.689941,2.47512,2.506392,1.659614,0.919117,0.225819,-0.002664,0.585931,1.389373,121.143219,0.001066,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902120529,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
55,12:06:22,9/2/22,Auto gsw+F,LI-COR Default,,55,LCOR-100,12,0.128104,2.91919,0.122719,3.007839,1.76072,1.676859,4.150509,2.389789,16.692097,17.526886,41.315765,0.441786,PSF-00281_20220902120622,0,0,0,105.028152,251.381012,0.582195,0.5,0.8,271.19928,41.77,39.78,29.81,29.55,100.46,156.4,150.4,3.8,1165,3.959,7,-166,187,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:04:19,9/2/22,-0.65,0.001,0.003,-9999,1.822,3.103,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,222.700592,25,-20.247869,218.29248,222.37587,-4.083389,2.475394,2.503612,1.658041,0.916515,0.225298,-0.002736,0.587991,1.189426,105.028152,0.001081,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902120622,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
56,12:06:52,9/2/22,Auto gsw+F,LI-COR Default,,56,LCOR-304,12,0.228821,2.919033,0.212188,6.132525,1.944252,1.77355,4.751167,2.806915,17.652845,19.351902,47.290234,0.441786,PSF-00281_20220902120652,0,0,0,111.724731,215.157288,0.48073,0.5,0.8,338.726135,46.05,42.01,29.84,31.91,100.47,156.4,136.9,12.4,1762,3.958,6,161,185,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:04:19,9/2/22,-0.65,0,-0.001,-9999,-1.207,-2.924,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,187.099808,25,-20.716049,179.689758,185.481476,-5.791718,2.478304,2.509361,1.657874,0.883296,0.225048,0.024984,0.589258,1.744538,111.724731,0.001063,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902120652,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
