SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
172,16:02:33,8/15/22,Auto gsw+F,LI-COR Default,,172,LCOR-599,10,0.458318,2.916723,0.39608,11.378078,2.041951,1.72367,4.840855,2.798904,17.08744,20.242687,47.989361,0.441786,PSF-00336_20220815160233,0,0,0,144.102219,230.627945,0.375175,0.5,0.8,267.478882,41.52,35.05,32.52,32.24,100.87,156.1,149.4,4.3,1782,4.037,16:01:41,8/15/22,-0.48,-0.001,-0.001,0.005,-0.484,-2.02,-11.406,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,212.055084,25,-13.782763,207.666275,210.938049,-3.271774,2.442938,2.44008,1.65661,0.912841,0.202555,-0.004522,0.607177,1.730154,144.102219,0.002536,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815160233,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
173,16:03:27,8/15/22,Auto gsw+F,LI-COR Default,,173,LCOR-316,11,0.227926,2.917274,0.211409,6.891119,1.966571,1.773741,5.138873,3.172301,17.583725,19.495323,50.943478,0.441786,PSF-00336_20220815160327,0,0,0,112.021927,230.185989,0.513342,0.5,0.8,380.361145,39.74,35.84,32.63,33.3,100.87,156.2,154.8,0.9,1852,4.035,16:01:41,8/15/22,-0.48,0.001,0.002,0.004,-0.992,-1.954,-11.301,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,213.377243,25,-11.63371,212.512497,213.566208,-1.053711,2.444034,2.437565,1.657192,0.92629,0.201667,0.007518,0.608662,1.793923,112.021927,0.002546,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815160327,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
174,16:04:06,8/15/22,Auto gsw+F,LI-COR Default,,174,LCOR-100,10,0.320441,2.917068,0.288724,8.392287,1.934065,1.699129,4.768524,2.83446,16.845285,19.17445,47.275478,0.441786,PSF-00336_20220815160406,0,0,0,122.667076,301.558655,0.593223,0.5,0.8,263.503815,38.85,34.13,32.74,31.98,100.87,156.1,154.5,1,1110,4.034,16:01:41,8/15/22,-0.48,-0.001,0.002,0.007,-0.275,-3.154,-11.416,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,264.741882,25,-26.120663,258.115417,264.242981,-6.127563,2.441599,2.436306,1.656975,0.925603,0.200858,-0.010595,0.609409,1.118198,122.667076,0.002449,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815160406,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
175,16:05:05,8/15/22,Auto gsw+F,LI-COR Default,,175,LCOR-304,11,0.512973,2.916839,0.436251,12.293381,2.09474,1.751082,4.83952,2.74478,17.359749,20.766684,47.977676,0.441786,PSF-00336_20220815160505,0,0,0,166.947128,260.674133,0.359556,0.5,0.8,248.217926,41.84,34.97,32.84,32.24,100.87,156.1,155.2,0.6,1726,4.032,16:01:41,8/15/22,-0.48,0,-0.002,0.012,-1.404,-1.616,-12.138,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,246.659164,25,-9.681684,247.036819,246.842987,0.193832,2.442772,2.440449,1.656732,0.927249,0.200051,-0.008613,0.610592,1.678693,166.947128,0.002389,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815160505,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
176,16:05:53,8/15/22,Auto gsw+F,LI-COR Default,,176,LCOR-494,11,0.346626,2.916575,0.309807,9.958217,2.017256,1.738581,5.144681,3.127424,17.234615,19.997135,50.999413,0.441786,PSF-00336_20220815160553,0,0,0,193.591125,252.201248,0.232394,0.5,0.8,175.079132,40.01,34.48,32.96,33.32,100.88,156.1,154.6,1,1883,4.03,16:01:41,8/15/22,-0.48,0,0.002,0.008,-2.333,-4.929,-10.125,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,246.924164,25,-3.621282,248.871094,247.027924,1.84317,2.44205,2.437873,1.656453,0.925728,0.199075,0.003572,0.611763,1.822203,193.591125,0.002401,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815160553,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
177,16:06:34,8/15/22,Auto gsw+F,LI-COR Default,,177,LCOR-439,11,0.46263,2.916822,0.399298,11.447465,2.169796,1.849986,4.959781,2.789985,18.338114,21.508255,49.164185,0.441786,PSF-00336_20220815160634,0,0,0,201.947449,285.575531,0.292841,0.5,0.8,228.476166,42.81,36.5,33.06,32.67,100.88,156.1,154.2,1.2,1951,4.029,16:01:41,8/15/22,-0.48,0.002,0.002,0.007,-3.046,-2.633,3.128,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,273.261322,25,-8.603509,273.584961,273.284668,0.300293,2.444882,2.441746,1.656714,0.924696,0.198358,-0.00588,0.61222,1.883308,201.947449,0.002414,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815160634,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
178,16:07:26,8/15/22,Auto gsw+F,LI-COR Default,,178,LCOR-378,12,0.485113,2.918832,0.415977,12.215302,2.04749,1.706405,4.907307,2.859818,16.917711,20.299309,48.652233,0.441786,PSF-00336_20220815160726,0,0,0,136.124252,206.054199,0.339376,0.5,0.8,264.414673,40.21,33.51,33.14,32.48,100.86,156.3,154.8,1,1948,4.028,16:01:41,8/15/22,-0.48,0.001,0.002,0.01,-1.383,-3.728,-9.454,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,191.245087,25,-10.643103,189.360382,190.849579,-1.489197,2.440635,2.438112,1.658845,0.926234,0.197706,-0.009336,0.612725,1.880831,136.124252,0.002413,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815160726,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
179,16:08:13,8/15/22,Auto gsw+F,LI-COR Default,,179,LCOR-1239,10,0.44389,2.918836,0.385295,9.510452,1.991528,1.725798,4.402529,2.411,17.108538,19.74283,43.644058,0.441786,PSF-00336_20220815160813,0,0,0,128.524658,407.507019,0.684608,0.5,0.8,463.513611,39.02,33.81,33.18,30.57,100.87,156.3,154.7,1,1693,4.027,16:01:41,8/15/22,-0.48,-0.001,-0.001,0.023,-4.47,1.412,-14.284,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,370.27359,25,-25.37269,373.720764,371.259888,2.460876,2.441054,2.436435,1.658849,0.926116,0.197376,-0.033766,0.612726,1.648421,128.524658,0.002428,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815160813,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
180,16:09:13,8/15/22,Auto gsw+F,LI-COR Default,,180,-,-,0.262489,2.91637,0.240814,8.840138,2.117878,1.87071,5.677838,3.55996,18.544874,20.995125,56.286022,0.441786,PSF-00336_20220815160913,0,0,0,147.668488,213.535049,0.308458,0.5,0.8,245.127167,41.31,36.49,33.26,35.09,100.87,156,155,0.7,1987,4.024,16:01:41,8/15/22,-0.48,0.002,0.003,0.007,-1.643,-2.988,-11.706,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,202.089783,25,-7.961347,201.46608,202.16156,-0.69548,2.444825,2.43962,1.656236,0.926848,0.19678,0.022588,0.61296,1.916278,147.668488,0.002381,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815160913,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
181,16:10:26,8/15/22,Auto gsw+F,LI-COR Default,,181,LCOR-371,12,0.469422,2.918202,0.404374,11.466032,2.113383,1.793248,4.874571,2.761188,17.777237,20.950876,48.323723,0.441786,PSF-00336_20220815161026,0,0,0,139.243835,259.869507,0.464178,0.5,0.8,267.288055,41.12,34.89,33.31,32.36,100.87,156.3,154.9,0.9,1440,4.022,16:01:41,8/15/22,-0.48,0,-0.001,0.003,0.145,-0.292,-17.861,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,241.600876,25,-12.602426,241.701721,241.865829,-0.164108,2.442563,2.439343,1.658176,0.926658,0.196432,-0.01294,0.613175,1.417945,139.243835,0.00248,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815161026,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
182,16:12:06,8/15/22,Auto gsw+F,LI-COR Default,,182,LCOR-234,13,0.462328,2.917926,0.399094,11.257206,2.174814,1.860644,4.920006,2.745193,18.44582,21.560396,48.775352,0.441786,PSF-00336_20220815161206,0,0,0,155.556671,274.773163,0.433872,0.5,0.8,274.192444,42.18,36.09,33.36,32.53,100.87,156.2,154.4,1.2,1580,4.02,16:01:41,8/15/22,-0.48,-0.007,0,-0.007,-1.836,-3.758,-1.421,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,257.48526,25,-11.907358,258.828522,257.762451,1.066071,2.44424,2.440802,1.657883,0.925396,0.195999,-0.011584,0.61283,1.545763,155.556671,0.002391,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815161206,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
183,16:12:57,8/15/22,Auto gsw+F,LI-COR Default,,183,-,-,0.215099,2.916778,0.200326,5.132858,2.025856,1.88226,4.526499,2.500642,18.659929,20.083487,44.873798,0.441786,PSF-00336_20220815161257,0,0,0,62.652824,197.198471,0.682285,0.5,0.8,173.371063,39.14,36.36,33.43,31.06,100.87,156.1,154.7,0.9,635,4.019,16:12:36,8/15/22,-0.5,0.003,0.002,0.007,-0.692,2.853,-0.514,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,195.331696,25,9.108847,214.891434,210.211273,4.680161,2.444615,2.436573,1.656668,0.926125,0.195467,-0.0309,0.612746,0.685371,62.652824,0.002413,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815161257,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
184,16:13:34,8/15/22,Auto gsw+F,LI-COR Default,,184,LCOR-461,10,0.250845,2.918188,0.230989,7.398268,2.123925,1.917385,5.236839,3.112914,19.008102,21.055645,51.915684,0.441786,PSF-00336_20220815161334,0,0,0,169.127228,256.731598,0.341229,0.5,0.8,270.525482,41.01,37.02,33.44,33.64,100.87,156.3,154.5,1.1,1982,4.018,16:12:36,8/15/22,-0.5,-0.003,0.001,0.007,7.916,-3.694,-4.151,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,237.159851,25,-15.067086,231.766815,235.206924,-3.440109,2.44553,2.439176,1.658161,0.925488,0.19538,0.001508,0.61247,1.911975,169.127228,0.00236,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815161334,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
185,16:14:49,8/15/22,Auto gsw+F,LI-COR Default,,185,LCOR-519,10,0.352124,2.917501,0.314202,9.948016,2.006116,1.727913,5.087544,3.081429,17.129799,19.887785,50.435772,0.441786,PSF-00336_20220815161449,0,0,0,162.063721,262.637329,0.382937,0.5,0.8,249.657639,38.66,33.3,33.48,33.12,100.87,156.2,155.1,0.7,1630,4.016,16:12:36,8/15/22,-0.5,0.001,0.002,0.002,-1.941,-3.733,-9.945,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,245.450378,25,-11.878169,244.514816,245.668304,-1.153488,2.440278,2.435899,1.657434,0.926986,0.19514,-0.005476,0.612271,1.591278,162.063721,0.002387,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815161449,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
186,16:15:59,8/15/22,Auto gsw+F,LI-COR Default,,186,LCOR-490,12,0.620184,2.917552,0.511462,11.98823,2.114252,1.779324,4.402563,2.288311,17.63693,20.956787,43.638874,0.441786,PSF-00336_20220815161559,0,0,0,152.929184,381.769501,0.59942,0.5,0.8,395.094849,40.78,34.32,33.46,30.57,100.89,156.2,155.1,0.7,1648,4.014,16:12:36,8/15/22,-0.5,0.004,0.003,0.01,-6.007,-4.353,8.379,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,346.603638,25,-24.283567,346.440186,347.078278,-0.638092,2.441732,2.438863,1.657487,0.926961,0.19526,-0.037274,0.611702,1.607613,152.929184,0.00239,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815161559,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
187,16:16:24,8/15/22,Auto gsw+F,LI-COR Default,,187,-,-,0.636256,2.917685,0.522348,13.555952,2.151292,1.772755,4.680777,2.529485,17.572214,21.324411,46.39761,0.441786,PSF-00336_20220815161624,0,0,0,182.846191,339.66391,0.461685,0.5,0.8,345.2789,41.51,34.21,33.45,31.65,100.88,156.2,154.3,1.2,1870,4.013,16:12:36,8/15/22,-0.5,0.001,0.004,0.023,-3.573,-3.653,6.113,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,310.541138,25,-21.008907,307.453033,309.650818,-2.197784,2.441568,2.439874,1.657628,0.925091,0.195303,-0.023824,0.61174,1.80967,182.846191,0.002374,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815161624,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
188,16:17:35,8/15/22,Auto gsw+F,LI-COR Default,,188,LCOR-155,11,0.461133,2.917276,0.398191,9.095801,2.125103,1.871001,4.355218,2.230116,18.548819,21.067947,43.176975,0.441786,PSF-00336_20220815161735,0,0,0,96.780899,352.13559,0.72516,0.5,0.8,75.77446,41.01,36.11,33.45,30.38,100.87,156.2,154.7,1,261,4.012,16:12:36,8/15/22,-0.5,-0.001,-0.003,0.024,0.188,0.325,2.451,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,318.763733,25,-21.797016,321.468475,320.996613,0.471863,2.444252,2.439182,1.657194,0.925946,0.195323,-0.039503,0.611278,0.344709,96.780899,0.00239,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815161735,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
189,16:18:40,8/15/22,Auto gsw+F,LI-COR Default,,189,LCOR-102,12,0.560867,2.918124,0.470446,11.929543,2.155267,1.822321,4.627132,2.471866,18.065989,21.366722,45.872124,0.441786,PSF-00336_20220815161840,0,0,0,155.42543,288.020142,0.460366,0.5,0.8,266.066742,41.55,35.13,33.47,31.45,100.87,156.3,154.2,1.3,1445,4.009,16:12:36,8/15/22,-0.5,0,-0.001,0.008,-1.461,-4.127,-11.012,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,267.702332,25,-14.063709,266.692413,267.928894,-1.236481,2.442868,2.439918,1.658093,0.924812,0.195164,-0.026592,0.611608,1.42276,155.42543,0.002399,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815161840,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
190,16:21:00,8/15/22,Auto gsw+F,LI-COR Default,,190,LCOR-025,11,0.288356,2.918022,0.262423,8.721616,2.100635,1.857082,5.329356,3.228722,18.411837,20.826509,52.837311,0.441786,PSF-00336_20220815162100,0,0,0,183.319687,251.462189,0.270985,0.5,0.8,203.28627,40.31,35.63,33.55,33.95,100.86,156.2,153.7,1.6,1875,4.006,16:12:36,8/15/22,-0.5,0.002,0.002,0.008,-1.575,-3.444,-10.593,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,243.213776,25,-5.624389,244.822739,243.427246,1.395493,2.443566,2.438179,1.657985,0.923555,0.194542,0.004116,0.611438,1.814926,183.319687,0.002341,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815162100,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
191,16:22:48,8/15/22,Auto gsw+F,LI-COR Default,,191,-,-,0.836819,2.91681,0.650262,16.423918,2.221253,1.762685,4.681896,2.460644,17.474083,22.020016,46.413193,0.441786,PSF-00336_20220815162248,0,0,0,123.636246,250.950516,0.507328,0.5,0.8,374.769592,42.51,33.73,33.6,31.65,100.87,156.1,154.2,1.2,1847,4.004,16:12:36,8/15/22,-0.5,0.006,0.002,0.012,-0.159,-0.796,-2.838,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,217.242477,25,-23.989853,211.570496,216.678879,-5.108383,2.44087,2.441223,1.656701,0.924833,0.194185,-0.025646,0.612403,1.788825,123.636246,0.002353,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815162248,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
192,16:23:39,8/15/22,Auto gsw+F,LI-COR Default,,192,LCOR-432,12,0.734336,2.91677,0.586641,11.634434,2.251855,1.927116,4.188488,1.936633,19.104803,22.324165,41.523319,0.441786,PSF-00336_20220815162339,0,0,0,118.86084,394.364685,0.698602,0.5,0.8,443.684021,43.02,36.82,33.63,29.7,100.87,156.1,154.3,1.2,1588,4.004,16:23:17,8/15/22,-0.49,0,-0.001,0.009,-0.766,-2.156,-4.318,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,351.896179,25,-29.318701,356.469513,352.480316,3.989197,2.445214,2.441908,1.656659,0.925018,0.193959,-0.050153,0.613111,1.552907,118.86084,0.002573,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815162339,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
193,16:24:33,8/15/22,Auto gsw+F,LI-COR Default,,193,LCOR-523,13,0.768331,2.917263,0.608158,15.066573,2.250419,1.830021,4.663854,2.413435,18.141521,22.309038,46.234108,0.441786,PSF-00336_20220815162433,0,0,0,157.63736,313.367065,0.496956,0.5,0.8,376.857269,43.02,34.99,33.62,31.58,100.87,156.2,152.3,2.4,1896,4.002,16:23:17,8/15/22,-0.49,0.005,0.004,0.012,-1.093,-3.656,-4.645,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,276.773224,25,-26.828499,269.833801,275.040161,-5.20636,2.442639,2.441909,1.65718,0.920152,0.194042,-0.026739,0.613562,1.833497,157.63736,0.002527,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815162433,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
194,16:25:16,8/15/22,Auto gsw+F,LI-COR Default,,194,LCOR-311,12,0.421399,2.917623,0.368217,11.705956,2.067728,1.740613,5.15952,3.091791,17.256428,20.499449,51.151459,0.441786,PSF-00336_20220815162516,0,0,0,175.142883,267.895782,0.346228,0.5,0.8,276.681854,39.55,33.29,33.61,33.37,100.87,156.2,150.6,3.6,1998,4.001,16:23:17,8/15/22,-0.49,0,0.002,0.005,-0.512,-3.465,-10.989,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,250.793701,25,-12.113507,249.543427,250.590561,-1.047134,2.440238,2.43709,1.657562,0.915905,0.194105,-0.004028,0.613431,1.926403,175.142883,0.002588,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815162516,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
195,16:25:55,8/15/22,Auto gsw+F,LI-COR Default,,195,LCOR-492,14,0.785159,2.918208,0.618696,14.388765,2.189623,1.788187,4.45834,2.268717,17.726673,21.706192,44.196461,0.441786,PSF-00336_20220815162555,0,0,0,159.07753,340.483673,0.53279,0.5,0.8,365.656433,41.9,34.22,33.6,30.79,100.88,156.3,155.1,0.8,1716,4,16:23:17,8/15/22,-0.49,0.001,0,-0.028,-2.155,-2.96,22.434,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,301.920898,25,-27.731539,296.548248,300.866699,-4.318451,2.441562,2.440368,1.658183,0.927014,0.194184,-0.036351,0.613547,1.669495,159.07753,0.002502,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815162555,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
196,16:28:52,8/15/22,Auto gsw+F,LI-COR Default,,196,LCOR-032,10,0.451513,2.917042,0.390993,10.759232,2.074697,1.773934,4.756229,2.681532,17.587563,20.569452,47.155338,0.441786,PSF-00336_20220815162852,0,0,0,109.136581,314.28244,0.652744,0.5,0.8,350.289886,39.16,33.48,33.85,31.93,100.86,156.1,144.7,7.3,1342,3.996,16:23:17,8/15/22,-0.49,-0.001,0.001,0.011,-0.617,-1.126,-4.616,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,265.232574,25,-34.24255,260.896667,265.363922,-4.467255,2.440466,2.436494,1.656947,0.901234,0.192316,-0.025333,0.613255,1.328712,109.136581,0.002557,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815162852,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
197,16:30:03,8/15/22,Auto gsw+F,LI-COR Default,,197,LCOR-446,13,0.559087,2.918105,0.469193,13.348438,2.243103,1.870921,5.009381,2.766279,18.549685,22.239765,49.666679,0.441786,PSF-00336_20220815163003,0,0,0,134.694458,258.032349,0.477994,0.5,0.8,367.898529,42.31,35.29,33.86,32.85,100.86,156.3,155,0.8,1924,3.995,16:23:17,8/15/22,-0.49,0,0.003,0.013,-1.016,-0.838,-0.969,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,226.973541,25,-22.21661,222.608688,226.293945,-3.685257,2.443021,2.440869,1.658073,0.92693,0.192227,-0.013902,0.612694,1.859321,134.694458,0.002535,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815163003,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
198,16:30:54,8/15/22,Auto gsw+F,LI-COR Default,,198,LCOR-313,12,0.601958,2.91617,0.498962,12.772532,2.231786,1.875043,4.724832,2.493046,18.588749,22.125422,46.840916,0.441786,PSF-00336_20220815163054,0,0,0,137.434601,285.275543,0.518239,0.5,0.8,342.991882,42.25,35.5,33.79,31.81,100.87,156,154.9,0.7,1655,3.994,16:23:17,8/15/22,-0.49,0.004,0.004,-0.004,-1.15,-3.289,-11.728,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,255.905273,25,-20.549179,252.900482,255.91922,-3.018738,2.443328,2.440804,1.656026,0.926649,0.192724,-0.026104,0.61298,1.613789,137.434601,0.002518,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815163054,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
199,16:31:45,8/15/22,Auto gsw+F,LI-COR Default,,199,LCOR-190,11,0.312192,2.91754,0.282015,9.283301,2.244278,1.985358,5.437563,3.193285,19.686495,22.253902,53.918007,0.441786,PSF-00336_20220815163145,0,0,0,190.044159,268.819031,0.293041,0.5,0.8,230.922516,42.51,37.61,33.78,34.31,100.85,156.2,153.8,1.5,1970,3.992,16:23:17,8/15/22,-0.49,-0.002,-0.003,0,-2.293,-4.65,-10.567,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,257.356171,25,-7.871955,257.809631,257.573242,0.236389,2.446287,2.441171,1.657474,0.923856,0.192809,0.005815,0.612818,1.901104,190.044159,0.00252,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815163145,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
200,16:32:38,8/15/22,Auto gsw+F,LI-COR Default,,200,LCOR-112,13,0.29925,2.917177,0.271409,8.508741,2.081175,1.843349,5.130398,3.049223,18.274733,20.632504,50.862118,0.441786,PSF-00336_20220815163238,0,0,0,247.606155,324.683655,0.237393,0.5,0.8,176.561386,39.48,34.97,33.76,33.27,100.87,156.1,154.5,1,1859,3.991,16:23:17,8/15/22,-0.49,0,-0.002,-0.005,-2.629,-4.641,-17.082,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,312.921509,25,-8.328036,312.743073,312.786316,-0.043243,2.442586,2.43696,1.657089,0.925626,0.19299,-0.007203,0.613404,1.800302,247.606155,0.002434,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815163238,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
