obs,time,elapsed,date,hhmmss,averaging,Group name,Control v transgenic,obs,ID,Leaf number,Plant age,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt._Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
185,1693276135,39725.6,20230828 19:28:54,19:28:54,5,232,Transgenic,185,LCOR-159,,,1693276127,0.000735868,0.735868243,3.122383254,406.5947097,312.5729929,31.70960339,41.2478278,0.058177403,2.952609088,0.057548,0.036023482,16.51210637,22.45657004,22.03183548,2.658663152,50.56108805,1.38732453,2.74385814,1.271338622,-32.45178951,82.50816539,5.751129572,72.31961182,3.122383254,0.735868243,3.033308386,415.4379438,412.3287273,0.007834321,67.25854327,0.753344334,12.9493105,13.69226,1.08E-05,78.46327473,32,5,1,0,54382.60075,-,0,0,0,#DIV/0!,0.5,RECT-1048-20230828-19_28_52,8166.48,927.1794,2373,0.609279646,0.5,84.29581273,3.122383254,25.67986147,0.031109294,-1,#DIV/0!,DARK-1049-20230828-19_28_59,734.27,734.27,0.690573114,0.882281157,3.231781225,0.609279646,#DIV/0!,0.698713307,0.301286693,100.012871,84.29581273,0.842849644,0.165099814,6,0.5,0: Broadleaf,2,FALSE,1693276127,406.5947097,410.0161935,13.67535806,12.94957419,406.5607097,13.64835806,600.0174516,101.3470323,0.100002877,22.55016452,22.03183548,999.9,0,0,9997.375806,0,6.909329032,100.012871,0.900014355,0.099985706,0,926.6686774,5.00022,902.6733548,875.942,32.83841935,37.74187097,35.292,36.45745161,35.163,85.51225806,9.5,0,266.8,0,927.1794,42.67230775,41.68992305,903.08988,15,1693276158,19:29:17,1693276152,1693276158,186,-0.1,-0.003,0.034,0.027,410,13,1.05,0.22,100,100,0.034,0.027,-0.356041516,0.000439478,2.00E-06,-3.80E-10,-0.048976742,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,4.2,4.1,1.07056,2.6001,1.39771,2.26807,1.39526,2.49634,29.7083,12.4071,18,564.595,401.119,21.9953,23.5876,30.0001,23.4245,23.7765,21.4487,0,78.468,-999.9,410,14.2466,99.2585,93.9045
186,1693276358,39949.1,20230828 19:32:38,19:32:38,5,232,Transgenic,186,LCOR-412,,,1693276350,0.000629618,0.629617602,2.415519656,407.3307667,318.6294072,32.32344778,41.32178156,0.048062621,2.953647897,0.047632327,0.029808543,16.50981686,22.80184758,22.26828,2.697234681,49.45098511,1.383270909,2.797256527,1.313963772,-27.76613626,95.48279076,6.671917795,90.89838915,2.415519656,0.629617602,2.772842444,415.3879913,412.6741879,-0.020670674,67.25866922,0.63840803,13.0163892,13.64573273,5.76E-05,78.44877243,11,2,1,0,54354.89312,-,0,0,0,#DIV/0!,0.5,RECT-1050-20230828-19_32_36,8179.24,935.0358462,2199.41,0.574869694,0.5,84.28424559,2.415519656,24.22622924,0.0227269,-1,#DIV/0!,DARK-1051-20230828-19_32_42,-120.2,-120.2,1.05465102,0.545080489,-18.29792013,0.574869694,#DIV/0!,-0.070070763,1.070070763,99.99916333,84.28424559,0.842849508,0.16509955,6,0.5,0: Broadleaf,2,FALSE,1693276350,407.3307667,410.0025667,13.63563667,13.01464667,407.1547667,13.60563667,600.0409333,101.3452667,0.10000814,22.86790667,22.26828,999.9,0,0,10003.44733,0,3.214072,99.99916333,0.8999958,0.100004117,0,935.0535667,5.00022,921.1257667,875.8112667,33.76446667,38.5893,36.18296667,38.2413,36.16426667,85.498,9.498,0,221.5999999,0,935.0358462,0.172717947,-3.350153828,920.9391538,15,1693276381,19:33:00,1693276375,1693276381,187,0.142,0.002,0.176,0.03,410,13,1.9,0.31,100,100,0.176,0.03,-0.455868016,0.000439478,2.00E-06,-3.80E-10,-0.05168943,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,3.4,3.3,1.07056,2.59521,1.39771,2.26807,1.39526,2.62207,29.8151,12.3458,18,587.521,401.088,22.2247,23.6106,30.0002,23.4463,23.8001,21.4435,0,79.1009,-999.9,410,16.8114,99.2577,93.9042
187,1693276509,40099.6,20230828 19:35:08,19:35:08,5,232,Transgenic,187,LCOR-232,,,1693276501,0.000187033,0.187033219,0.008417353,409.8268387,400.6420315,40.64045883,41.57215034,0.014704131,2.952281066,0.014663566,0.009168364,16.50741225,22.92700394,22.11364839,2.671954421,50.16363169,1.404107408,2.799054536,1.267847013,-8.248164967,121.7384192,8.504270524,138.501937,0.008417353,0.187033219,-0.257135099,415.6584403,415.7665939,0.033048182,67.2586159,0.269419296,13.70629127,13.91496727,0.010585045,78.44838896,3,0,1,0,54312.35678,-,0,0,0,#DIV/0!,0.5,RECT-1052-20230828-19_35_06,8230.87,771.1975769,1062.54,0.274194311,0.5,84.27124279,0.008417353,11.55334767,-0.005833338,-1,#DIV/0!,DARK-1053-20230828-19_35_13,209.8,209.8,0.80254861,0.341654459,5.064537655,0.274194311,#DIV/0!,0.09294519,0.90705481,99.98363871,84.27124279,0.842850329,0.165101135,6,0.5,0: Broadleaf,2,FALSE,1693276501,409.8268387,409.9119032,13.84198065,13.65754516,409.7428387,13.79198065,600.0287097,101.3383226,0.100007984,22.8785129,22.11364839,999.9,0,0,9996.373226,0,3.895946452,99.98363871,0.899995742,0.100004323,0,775.2814194,5.00022,763.4438065,875.6679355,33.98577419,39.125,36.35874194,36.21748387,36.29,85.48516129,9.499677419,0,148.5999999,0,771.1975769,-330.2487864,-315.2241026,759.7195,15,1693276528,19:35:28,1693276528,1693276526,188,-0.092,0.007,0.084,0.05,410,14,1.48,0.33,100,100,0.084,0.05,-0.313524082,0.000439478,2.00E-06,-3.80E-10,-0.049976732,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,2.2,2.1,1.07178,2.59766,1.39771,2.27661,1.39526,2.57935,29.9006,12.2845,18,597.664,402.554,22.3296,23.6373,30.0001,23.4737,23.8276,21.4755,0,100,-999.9,410,19.3614,99.2525,93.8939
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,1693277647,41238,20230828 19:54:07,19:54:07,5,232,Transgenic,188,LCOR-064,,,1693277639,4.91E-05,0.049121121,-0.715227471,410.6985333,707.1342975,71.73170195,41.66125853,0.003714447,2.953518824,0.003711854,0.002320141,3.99E-05,22.92136409,22.22162667,2.689585509,48.92518745,1.374059217,2.808490449,1.315526292,-2.166241419,113.4434896,7.928067471,119.2053556,-0.715227471,0.049121121,-0.635328288,415.6572077,416.4553091,-0.033384696,67.25949098,0.27040619,13.5120253,13.70322667,0.014026915,78.45080291,21,3,1,0,54338.80632,RECT-1054-20230828-19_54_05,8206.62,632.408,3027.48,0.791110759,-0.715227471,-,-,0,0,#DIV/0!,0.5,0.000210018,-0.715227471,#DIV/0!,2.71E-10,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.264045507,#DIV/0!,#DIV/0!,0.00500022,0.000210018,0.042001848,0.007980351,6,0.5,0: Broadleaf,2,FALSE,1693277639,410.6985333,410.0034667,13.54553667,13.49708,410.7705333,13.50753667,599.9886333,101.3400333,0.099964987,22.93407667,22.22162667,999.9,0,0,10003.231,0,1.091439333,0.00500022,0,0,0,633.5666667,0.00500022,-4.28,-1.44,33.62706667,38.8309,36.187,38.11233333,35.906,0,0,0,1136.7,0,632.408,-10.80000014,4.546154027,-4.38,15,1693277676,19:54:36,1693277676,1693277665,189,-0.157,-0.007,-0.072,0.038,410,13,0.99,0.18,100,100,-0.072,0.038,-0.405263394,0.000439478,2.00E-06,-3.80E-10,-0.043248061,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,18.6,18.7,1.07056,2.6062,1.39771,2.27051,1.39526,2.58667,31.2809,13.1601,18,576.487,397.596,22.3912,23.675,30.0001,23.5151,23.8684,21.4407,0,97.0328,-999.9,410,13.4202,99.2519,93.8843
189,1693277802,41392.5,20230828 19:56:41,19:56:41,5,232,Transgenic,189,LCOR-213,,,1693277794,0.000356611,0.356611214,-0.806518728,410.6478,449.1773288,45.5660215,41.65745973,0.027244472,2.952938653,0.027105594,0.016953415,3.99E-05,22.87441903,22.30994667,2.704082338,49.6235655,1.396430996,2.814048087,1.307651343,-15.72655456,104.5586067,7.313063709,96.14515573,-0.806518728,0.356611214,-0.437552154,415.5821964,416.1993697,-0.037638154,67.25977987,0.332808797,13.41480183,13.7460697,-0.00056465,78.45115006,52,9,1,0,54315.7233,RECT-1055-20230828-19_56_39,8160.26,580.852,3692.8,0.842706889,-0.806518728,-,-,0,0,#DIV/0!,0.5,0.000210018,-0.806518728,#DIV/0!,-2.71E-10,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.186652219,#DIV/0!,#DIV/0!,0.00500022,0.000210018,0.042001848,0.007980351,6,0.5,0: Broadleaf,2,FALSE,1693277794,410.6478,409.9877333,13.76563333,13.41393667,410.6668,13.72863333,600.0095,101.3432667,0.100013263,22.96672667,22.30994667,999.9,0,0,9999.618,0,0.730748,0.00500022,0,0,0,581.22,0.00500022,-4.7,-1.436666667,33.7624,39.062,36.18286667,37.85806667,36.05786667,0,0,0,153.8,0,580.852,-5.315384544,13.50000007,-3.724,15,1693277828,19:57:07,1693277828,1693277823,190,0.053,0,-0.019,0.037,410,13,0.65,0.5,100,100,-0.019,0.037,-0.561702765,0.000439478,2.00E-06,-3.80E-10,-0.050072854,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,2.1,2.3,1.07056,2.6062,1.39771,2.27051,1.39526,2.55859,30.9552,12.9675,18,542.134,397.948,22.4513,23.6452,30.0001,23.4895,23.8416,21.4403,0,96.2118,-999.9,410,16.6409,99.252,93.8904
190,1693277942,41533,20230828 19:59:02,19:59:02,5,232,Transgenic,190,LCOR-201,,,1693277934,0.000242673,0.242672938,-0.763350985,410.6524333,468.3018361,47.50495427,41.65694764,0.018279754,2.952288712,0.018217107,0.011391302,3.99E-05,23.01663011,22.56106333,2.745674867,50.19304953,1.422124836,2.833310287,1.323550031,-10.70187658,82.50891659,5.78278886,77.58986878,-0.763350985,0.242672938,-0.250135072,415.7068589,416.2971152,-0.072985492,67.25904472,0.223192445,13.79769125,14.01794303,-3.68E-05,78.4484382,7,1,1,0,54275.77814,RECT-1056-20230828-19_59_00,8172.86,501.5,3142.2,0.840398447,-0.763350985,-,-,0,0,#DIV/0!,0.5,0.000210018,-0.763350985,#DIV/0!,0,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.189911766,#DIV/0!,#DIV/0!,0.00500022,0.000210018,0.042001848,0.007980351,6,0.5,0: Broadleaf,2,FALSE,1693277934,410.6524333,409.9887667,14.01924667,13.77998667,410.6164333,13.97424667,600.0272,101.3408667,0.100021677,23.07945333,22.56106333,999.9,0,0,9996.165667,0,0.449691,0.00500022,0,0,0,500.88,0.00500022,-3.006666667,-1.12,33.875,39.05373333,36.437,37.937,36.0746,0,0,0,140.1999998,0,501.5,15.92478673,-5.083760948,-3.173076923,15,1693277964,19:59:23,1693277964,1693277959,191,0.055,0.001,0.036,0.045,410,14,1.18,0.24,100,100,0.036,0.045,-0.50852338,0.000439478,2.00E-06,-3.80E-10,-0.050042324,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1.9,2,1.07178,2.60254,1.39771,2.27539,1.39526,2.60864,30.7604,12.8011,18,592.861,399.25,22.4961,23.6442,30.0003,23.4871,23.8403,21.4654,0,99.1692,-999.9,410,18.3155,99.2551,93.8879
191,1693278128,41718.5,20230828 20:02:07,20:02:07,5,232,Transgenic,191,LCOR-346,,,1693278120,0.000623869,0.623868725,-0.942635633,410.7187097,434.3140417,44.05671875,41.66321357,0.046389562,2.953885321,0.0459886,0.028778611,3.99E-05,23.19902024,22.83444516,2.791590627,50.1147201,1.444217385,2.881822711,1.347373241,-27.51261078,83.76080583,5.883864777,62.13209973,-0.942635633,0.623868725,-1.013068018,415.6708342,416.6894909,0.001808398,67.26,0.613640975,13.61372119,14.22368121,-0.00094663,78.4548796,26,4,1,0,54271.4554,RECT-1057-20230828-20_02_06,8154.61,625.568,3467.24,0.819577531,-0.942635633,-,-,0,0,#DIV/0!,0.5,0.000210018,-0.942635633,#DIV/0!,0,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.220140819,#DIV/0!,#DIV/0!,0.00500022,0.000210018,0.042001848,0.007980351,6,0.5,0: Broadleaf,2,FALSE,1693278120,410.7187097,410.0323548,14.23719032,13.62224516,410.6847097,14.20219032,600.0404194,101.3397419,0.100033242,23.36041613,22.83444516,999.9,0,0,10005.34097,0,0.396154387,0.00500022,0,0,0,625.2225806,0.00500022,-3.035483871,-0.622580645,34.304,39.36280645,36.893,38.94512903,36.554,0,0,0,184.8,0,625.568,7.230769357,-1.053846045,-2.928,15,1693278153,20:02:33,1693278153,1693278146,192,-0.003,-0.004,0.034,0.035,410,14,0.92,0.2,100,100,0.034,0.035,-0.453161646,0.000439478,2.00E-06,-3.80E-10,-0.049502925,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,2.7,2.8,1.07056,2.6062,1.39771,2.27051,1.39526,2.61475,30.6093,12.5998,18,570.751,397.651,22.6753,23.7096,30.0001,23.5326,23.8846,21.4552,0,97.1806,-999.9,410,15.1357,99.2446,93.8757
192,1693278236,41826.5,20230828 20:03:55,20:03:55,5,232,Transgenic,192,LCOR-310,,,1693278228,0.000825967,0.825966833,-1.001203656,410.6698333,427.2741432,43.34168446,41.65738231,0.063778412,2.952707565,0.063022858,0.039456424,3.99E-05,23.05843873,22.57953333,2.748756041,50.47330347,1.446824796,2.866514962,1.301931245,-36.42513734,110.2646843,7.735290191,81.57487709,-1.001203656,0.825966833,-1.170372295,415.5856248,416.6746667,0.021092249,67.25922134,0.830000803,13.44489086,14.26439818,-0.000258952,78.44780254,50,8,1,0,54252.7679,RECT-1058-20230828-20_03_53,8143.8,639.868,3357.35,0.809412781,-1.001203656,-,-,0,0,#DIV/0!,0.5,0.000210018,-1.001203656,#DIV/0!,1.06E-12,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.235463565,#DIV/0!,#DIV/0!,0.00500022,0.000210018,0.042001848,0.007980351,6,0.5,0: Broadleaf,2,FALSE,1693278228,410.6698333,410.0078667,14.26319333,13.44905333,410.6818333,14.22919333,600.0338333,101.3376,0.100048763,23.27221,22.57953333,999.9,0,0,9998.865333,0,0.337268,0.00500022,0,0,0,640.1733333,0.00500022,-4.476666667,-1.33,34.60806667,39.7017,37.2185,39.5248,36.875,0,0,0,107.2,0,639.868,-40.4615385,25.20000022,-4.028,15,1693278255,20:04:14,1693278255,1693278253,193,-0.045,0,-0.012,0.034,410,13,1,0.3,100,100,-0.012,0.034,-0.456013048,0.000439478,2.00E-06,-3.80E-10,-0.05364326,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1.4,1.5,1.07056,2.60742,1.39771,2.26929,1.39526,2.49512,30.5446,12.4859,18,544.245,396.95,22.728,23.7567,30,23.5685,23.9201,21.4473,0,95.3063,-999.9,410,14.6284,99.2402,93.8705
193,1693278360,41951,20230828 20:06:00,20:06:00,5,232,Transgenic,193,LCOR-062,,,1693278352,0.000172015,0.172014827,-0.594368727,410.4180333,475.9013222,48.27557433,41.63292967,0.012685924,2.952600096,0.012655721,0.007912533,3.99E-05,23.29156749,22.70432333,2.769652955,49.3244982,1.419358468,2.877593326,1.350294487,-7.585853872,100.5644515,7.061803475,100.040441,-0.594368727,0.172014827,-0.848785979,415.6858827,416.3989455,0.032035115,67.24898619,0.247135132,13.88239236,14.06746424,0.010884918,78.55,24,4,1,0,54237.95975,RECT-1059-20230828-20_05_58,8207.85,559.0038462,3141.96,0.822084353,-0.594368727,-,-,0,0,#DIV/0!,0.5,0.000210018,-0.594368727,#DIV/0!,0,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.216420184,#DIV/0!,#DIV/0!,0.00500022,0.000210018,0.042001848,0.007980351,6,0.5,0: Broadleaf,2,FALSE,1693278352,410.4180333,409.8942667,13.99205667,13.82245,410.4210333,13.94205667,600.0046667,101.3403667,0.09993636,23.33608667,22.70432333,999.9,0,0,9997.982333,0,0.281010133,0.00500022,0,0,0,558.71,0.00500022,-1.44,-1.013333333,34.68706667,39.80786667,37.375,38.5206,36.8874,0,0,0,123.7,0,559.0038462,14.56752132,8.994871709,-2.119230769,15,1693278385,20:06:24,1693278385,1693278378,194,0.009,0.007,-0.003,0.05,410,14,1.2,0.18,100,100,-0.003,0.05,-0.501423158,0.000439478,2.00E-06,-3.80E-10,-0.053333011,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1.8,1.8,1.07178,2.60986,1.39771,2.27661,1.39526,2.48779,30.48,12.3809,18,573.099,398.734,22.7671,23.7483,30,23.5665,23.9161,21.4796,0,100,-999.9,410,19.4787,99.2486,93.8746
194,1693278493,42084,20230828 20:08:13,20:08:13,5,232,Transgenic,194,LCOR-282,,,1693278485,0.000332489,0.332488991,-0.691123493,410.5650667,446.3154524,45.27498764,41.64840858,0.024653148,2.953506813,0.024539394,0.015347298,3.99E-05,23.24193915,22.72338667,2.772857445,49.60935997,1.426855963,2.87618297,1.346001482,-14.6627645,96.26694652,6.758324303,88.36254622,-0.691123493,0.332488991,-0.549740078,415.712711,416.3767394,-0.023140087,67.26,0.305925635,13.73174905,14.04265939,-0.001727937,78.45416894,12,2,1,0,54266.25964,RECT-1060-20230828-20_08_11,8169.07,661.228,3763.92,0.82432464,-0.691123493,-,-,0,0,#DIV/0!,0.5,0.000210018,-0.691123493,#DIV/0!,0,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.213114289,#DIV/0!,#DIV/0!,0.00500022,0.000210018,0.042001848,0.007980351,6,0.5,0: Broadleaf,2,FALSE,1693278485,410.5650667,410.0104667,14.06577667,13.73797333,410.5880667,14.02277667,600.0163667,101.3417333,0.099942927,23.32796667,22.72338667,999.9,0,0,10002.995,0,0.237305433,0.00500022,0,0,0,661.18,0.00500022,-3.316666667,-1.303333333,34.75413333,39.6436,37.4664,37.00803333,36.75,0,0,0,132.3999999,0,661.228,2.299999722,4.007692434,-3.128,15,1693278516,20:08:36,1693278513,1693278516,195,-0.019,-0.002,-0.023,0.043,410,14,1.02,0.28,100,100,-0.023,0.043,-0.492759614,0.000439478,2.00E-06,-3.80E-10,-0.046488441,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1.8,1.9,1.07178,2.60254,1.39771,2.27295,1.39526,2.63184,30.3939,12.3021,18,586.331,398.595,22.7817,23.7288,30.0002,23.5546,23.9058,21.4705,0,97.9919,-999.9,410,16.6057,99.2505,93.8763
195,1693278658,42249,20230828 20:10:58,20:10:58,5,232,Transgenic,195,LCOR-296,,,1693278650,0.000971705,0.97170484,-0.984808735,410.6587097,423.1512051,42.92497133,41.65771745,0.075144154,2.952739643,0.074097709,0.046403873,3.99E-05,23.01136879,22.57280645,2.747633509,50.43255325,1.444840279,2.864896156,1.30279323,-42.85218344,109.8480049,7.705347465,74.70120884,-0.984808735,0.97170484,-0.818947609,415.5056729,416.4698667,-0.029126876,67.25775182,0.760098322,13.20598882,14.07289758,-0.021863742,78.44476184,6,1,1,0,54255.50743,RECT-1061-20230828-20_10_56,8144.78,629.5230769,3413.08,0.815555722,-0.984808735,-,-,0,0,#DIV/0!,0.5,0.000210018,-0.984808735,#DIV/0!,-2.71E-10,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.226157788,#DIV/0!,#DIV/0!,0.00500022,0.000210018,0.042001848,0.007980351,6,0.5,0: Broadleaf,2,FALSE,1693278650,410.6587097,410.0729677,14.24312903,13.28530968,410.6667097,14.20612903,600.0284194,101.3412258,0.099986739,23.26285806,22.57280645,999.9,0,0,9998.689677,0,0.232098226,0.00500022,0,0,0,629.283871,0.00500022,-2.612903226,-1.419354839,34.433,39.29,37.19106452,35.45745161,36.298,0,0,0,164.1999998,0,629.5230769,-0.49230734,1.846153658,-3.138461538,15,1693278680,20:11:20,1693278680,1693278677,196,0.015,-0.003,-0.008,0.037,410,14,0.81,0.19,100,100,-0.008,0.037,-0.512316657,0.000439478,2.00E-06,-3.80E-10,-0.04893188,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,2.4,2.4,1.07178,2.60132,1.39771,2.27295,1.39526,2.64038,30.3079,12.2145,18,592.896,398.131,22.7741,23.7145,30,23.5428,23.8925,21.4695,0.751976,97.9422,-999.9,410,13.6916,99.2527,93.8796
196,1693278751,42341.5,20230828 20:12:30,20:12:30,5,232,Transgenic,196,LCOR-250,,,1693278743,0.00129104,1.291039641,-0.93284392,410.4507,416.5475225,42.25623204,41.63774619,0.106503518,2.954384159,0.104415642,0.065443955,3.99E-05,22.94428336,22.44880667,2.727013081,52.26889087,1.498841675,2.867559747,1.228171406,-56.93484816,132.1099839,9.256675009,84.43185062,-0.93284392,1.291039641,-1.24941121,415.61689,416.7758424,0.023332683,67.25782221,1.296592322,13.47683934,14.77487091,-0.003832446,78.44438083,22,4,1,0,54301.34265,RECT-1062-20230828-20_12_29,8137.3,600.3115385,3397.76,0.823321383,-0.93284392,-,-,0,0,#DIV/0!,0.5,0.000210018,-0.93284392,#DIV/0!,0,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.214592528,#DIV/0!,#DIV/0!,0.00500022,0.000210018,0.042001848,0.007980351,6,0.5,0: Broadleaf,2,FALSE,1693278743,410.4507,410.0477667,14.77507,13.50311333,410.5467,14.74607,600.0036667,101.344,0.099964383,23.27824333,22.44880667,999.9,0,0,10007.75367,0,0.232574233,0.00500022,0,0,0,600.2333333,0.00500022,-3.01,-0.596666667,34.4916,39.2374,37.062,37.35393333,36.42046667,0,0,0,92,0,600.3115385,-0.851282179,8.830769226,-3.680769231,15,1693278774,20:12:53,1693278770,1693278774,197,-0.088,-0.003,-0.096,0.029,410,13,0.93,0.1,100,100,-0.096,0.029,-0.497101797,0.000439478,2.00E-06,-3.80E-10,-0.051739649,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1.2,1.2,1.07056,2.61108,1.39771,2.26807,1.39526,2.5061,30.2864,12.162,18,574.949,396.874,22.763,23.7049,30,23.5349,23.8846,21.4566,1.2251,96.3846,-999.9,410,13.1453,99.2546,93.8809
197,1693278856,42447,20230828 20:14:16,20:14:16,5,232,Transgenic,197,LCOR-279,,,1693278848,0.000533143,0.533142875,-0.840653928,410.6087,435.6904945,44.19975984,41.65527171,0.039484577,2.952836756,0.03919359,0.024521959,3.99E-05,23.20250748,22.67309667,2.764410846,49.08529037,1.412849721,2.878356652,1.351561125,-23.5116008,106.2429787,7.458947879,90.19036568,-0.840653928,0.533142875,-0.95620965,415.5758405,416.4315758,0.024606684,67.25803877,0.53082565,13.40272014,13.92643091,-5.80E-05,78.44385462,8,1,1,0,54244.30301,RECT-1063-20230828-20_14_14,8136.85,642,3682.5,0.825661914,-0.840653928,-,-,0,0,#DIV/0!,0.5,0.000210018,-0.840653928,#DIV/0!,0,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.211149482,#DIV/0!,#DIV/0!,0.00500022,0.000210018,0.042001848,0.007980351,6,0.5,0: Broadleaf,2,FALSE,1693278848,410.6087,409.987,13.92689,13.40120667,410.6247,13.88989,600.0394,101.3475667,0.10004443,23.34048,22.67309667,999.9,0,0,9998.615333,0,0.227796167,0.00500022,0,0,0,643.0733333,0.00500022,-4.406666667,-0.816666667,34.64153333,39.55373333,37.2038,38.20393333,36.75,0,0,0,104.8,0,642,10.99230737,-0.146153588,-4.228,15,1693278882,20:14:42,1693278881,1693278882,198,0.08,0.006,-0.016,0.037,410,13,0.98,0.44,100,100,-0.016,0.037,-0.585253671,0.000439478,2.00E-06,-3.80E-10,-0.054719371,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1.4,1.4,1.07056,2.60254,1.39771,2.26807,1.39526,2.63184,30.2649,12.1269,18,590.807,396.767,22.7957,23.7049,30.0001,23.5309,23.8819,21.4573,0,94.8455,-999.9,410,15.9642,99.2566,93.884
